RPFD, EPFD, Merged, Simple, WAH, EWAH 
0.00605011,79.7071,79.6876,0.000556946,27.895,0.000556946
32.0099,79.7066,79.6871,0.000686646,27.895,0
90.4961,79.7066,79.6871,0.000686646,44.7153,0.000999451
90.4957,79.7066,79.6871,0.000556946,44.7153,0.00244904
90.4957,79.7066,79.6871,0,62.1996,0.00302887
90.4957,79.7066,79.6871,0.0001297,62.1997,0.0350266
90.4957,79.7066,79.6871,0.000183105,78.6294,0.0379105
90.4957,79.7066,79.6871,0.00025177,58.5777,0.0424881
90.4957,79.7066,79.6871,0.000335693,64.6012,0.0470657
90.4957,79.7066,79.6871,0.000450134,72.328,0.050087
90.4957,79.7066,79.6871,0.00100708,72.3281,27.3641
90.4957,79.7066,79.6871,0.00156403,103.512,27.3641
90.4957,79.7066,79.6871,0.00212097,104.824,13.7079
90.4957,79.7066,79.6871,0.00267792,106.574,43.864
90.4957,79.7066,79.6871,0.00280762,106.574,43.864
90.4957,79.7066,79.6871,0.00293732,110.078,28.7859
90.4957,79.7066,79.6871,0.00306702,110.078,61.0358
90.4957,79.7066,79.6871,0.00310516,117.078,61.0358
90.4957,79.7066,79.6871,0.00312805,117.078,44.9109
90.4957,79.7066,79.6871,0.00324249,131.078,44.9553
90.4957,79.7066,79.6871,0.00379944,131.078,44.9601
90.4957,79.7066,79.6871,0.00435638,86.4022,44.9649
90.4957,79.7066,79.6871,0.00491333,86.4023,44.9702
90.4957,79.7066,79.6871,0.00547028,152.293,44.9736
90.4957,79.7066,79.6871,0.00559998,152.293,57.6609
90.4957,79.7066,79.6871,0.00572968,124.469,51.3172
90.4957,79.7066,79.6871,0.00585938,124.469,63.6453
90.4957,79.7066,79.6871,0.00589752,97.8163,63.6453
90.4957,79.7066,79.6871,0.00592041,97.8163,57.4812
90.4961,79.7066,79.6871,0.0059433,106.824,71.1377
90.4957,79.7066,79.6871,0.00596619,109.449,101.294
90.4957,79.7066,79.6871,0.00605011,107.699,114.946
90.4957,79.7066,79.6871,32.0099,114.703,101.29
90.4961,79.7066,79.6871,64.0138,111.203,133.536
90.4957,79.7066,79.6871,64.0138,125.207,150.653
90.4957,79.7066,79.6871,64.0139,118.203,121.923
90.4957,79.7066,79.6871,64.0247,171.504,140.985
90.4957,79.7066,79.6871,64.0274,171.504,114.087
90.4957,79.7066,79.6871,64.0302,171.504,120.427
90.4957,79.7066,79.6871,64.0356,91.9334,120.247
90.4957,79.7066,79.6871,64.0356,92.4334,158.372
90.4957,79.7066,79.6871,64.0247,94.4335,120.247
66.5668,79.7066,79.6876,64.0248,93.4334,114.944
66.5668,79.7066,79.6871,64.0249,97.4373,112.544
66.5668,79.7066,79.6871,64.0387,95.4373,112.544
66.5668,79.7066,79.6871,64.0421,103.441,107.735
66.5668,79.7066,79.6871,64.0456,99.4373,107.719
66.5668,79.7066,79.6871,64.0525,99.437,95.1622
66.5668,79.7066,79.6871,64.0387,78.8391,95.1531
66.5668,79.7066,79.6871,79.6871,78.7993,95.1529
66.5668,79.7066,79.6871,266.582,49.4945,95.1527
65.3571,79.7066,79.6871,266.582,33.0649,95.1525
64.0387,79.7066,79.6871,250.933,33.0641,95.1523
,79.7066,79.6871,252.832,0.000999451,95.1521
,79.7066,79.6871,259.895,,95.152
,79.7066,79.6871,257.996,,95.1518
,79.7071,79.6871,259.314,,95.1516
,79.7066,79.6871,257.996,,51.3391
,79.7066,79.6871,257.996,,19.0929
,79.7066,79.6871,257.995,,19.0927
,79.7066,79.6871,257.995,,19.0925
,79.7066,79.6871,257.995,,19.0923
,79.7066,79.6871,257.995,,19.0921
,79.7066,79.6871,257.995,,19.0915
,79.7066,79.6871,257.995,,0.000999451
,79.7066,79.6871,257.995,,0
,79.7066,79.6871,257.995,,
,79.7066,79.6871,,,
,79.7066,79.6871,,,
,79.7066,79.6871,,,
,79.7066,79.6871,,,
,79.7066,79.6871,,,
,79.7066,79.6871,,,
,79.7066,79.6871,,,
,79.7066,79.6871,,,
,66.0621,79.6871,,,
,66.0621,79.6871,,,
,66.0621,79.6871,,,
,66.0621,79.6871,,,
,65.3571,65.9379,,,
,64.0387,65.9379,,,
,,65.9379,,,
,,65.9379,,,
,,65.3571,,,
,,64.0387,,,
