RPFD, EPFD, Merged, Simple, WAH, EWAH 
140.212,113.466,112.955,0.000556946,96.852,0
140.212,113.466,112.954,0.000686646,176.726,267.727
140.212,113.466,112.954,0.000686646,240.561,251.602
140.212,113.466,112.954,0,240.561,293.626
140.212,113.466,112.954,0.00025177,277.994,262.481
140.212,113.466,112.954,0.00075531,270.99,299.778
140.212,113.466,112.954,0.00131226,287.479,269.958
140.212,113.466,112.954,0.00341034,318.982,305.048
140.212,113.466,112.954,0.00343323,304.979,277.653
140.212,113.466,112.954,0.00466156,293.248,310.946
140.212,113.466,112.954,0.0062027,300.244,284.641
140.212,113.466,112.955,0.00622559,290.971,315.899
140.212,113.466,112.954,0.00745392,297.967,290.469
140.212,113.466,112.954,0.00899506,289.104,321.602
140.212,113.466,112.954,0.00901794,296.1,297.282
140.212,113.466,112.954,0.0102463,287.217,325.481
140.212,113.466,112.954,0.0117874,294.213,301.329
140.212,113.466,112.954,0.0120163,287.315,304.891
140.212,113.466,112.954,32.0159,294.311,331.813
140.212,113.466,112.954,64.0197,284.713,319.813
140.212,94.0439,112.954,64.0307,261.87,340.462
140.212,94.0439,91.8173,64.0334,275.854,326.438
140.212,94.0439,91.8173,64.0415,253.08,347.458
140.212,94.0439,91.8173,64.0415,261.201,332.544
140.212,108.985,91.8173,64.0447,267.877,332.813
98.4579,108.985,108.923,64.0481,273.553,334.954
98.4579,108.985,108.923,64.0585,267.654,359.876
98.4579,108.985,108.923,64.0446,267.525,342.075
98.4579,108.985,108.923,64.0456,269.432,359.899
98.4579,108.985,108.923,64.0595,270.123,342.024
98.4579,108.985,108.923,64.063,276.252,366.122
98.4579,108.985,108.923,64.0735,263.537,348.298
98.4579,108.985,108.923,64.0595,268.791,365.786
98.4579,108.985,108.923,112.954,269.697,348.098
98.4579,108.985,108.923,564.895,274.951,365.352
98.4579,108.985,108.923,564.895,268.119,347.864
98.4579,108.985,108.923,516.001,267.771,364.864
98.4584,108.985,108.923,543.759,267.432,347.61
98.4579,108.985,108.923,639.68,267.084,364.325
98.4579,108.985,108.923,639.68,263.244,347.325
98.4579,108.985,108.923,611.923,273.748,363.754
98.4579,108.985,108.923,656.786,275.291,347.04
98.4579,108.985,108.923,1369.99,236.959,379.493
98.4579,108.985,108.923,1369.99,249.783,347.04
105.001,108.985,108.923,1325.13,245.139,357.637
105.001,108.985,108.923,1326.04,279.877,365.145
105.001,108.985,108.923,1328.3,286.877,383.274
105.001,108.985,108.923,1327.39,252.143,361.688
105.001,108.985,108.923,1327.44,270.924,357.055
105.001,108.985,108.923,1327.39,273.549,159.899
105.001,108.985,108.923,1327.39,230.883,159.899
105.001,108.985,108.923,1327.39,,159.898
105.001,108.985,108.923,1327.39,,159.898
105.001,108.985,108.923,1327.39,,159.898
105.001,108.985,108.923,1327.39,,159.898
105.001,108.985,108.923,1327.39,,159.898
105.001,108.985,64.1116,1327.39,,159.897
105.001,64.9711,64.0595,1327.39,,159.897
105.001,64.1116,,1327.39,,159.897
105.001,64.0595,,1327.39,,159.897
105.001,,,1327.39,,159.897
105.001,,,,,159.896
105.001,,,,,159.896
105.001,,,,,159.896
105.001,,,,,159.896
105.001,,,,,159.896
105.001,,,,,159.895
105.001,,,,,159.895
105.001,,,,,159.895
105.001,,,,,159.895
105.001,,,,,159.895
105.001,,,,,159.894
105.001,,,,,159.894
105.001,,,,,159.894
105.001,,,,,159.894
105.001,,,,,159.893
105.001,,,,,159.893
105.001,,,,,159.893
105.001,,,,,159.893
105.001,,,,,159.893
65.1185,,,,,159.892
65.1185,,,,,159.892
64.1116,,,,,159.892
64.0595,,,,,159.892
,,,,,128.747
,,,,,2.42735
,,,,,2.42715
,,,,,2.42694
,,,,,2.42673
,,,,,2.42609
,,,,,0.000999451
,,,,,0
