4 var
    0.000	    0.661	    2.397	    0.057	    0.039	    3.494
    0.000	    0.658	    1.397	    0.064	    0.040	    2.465
    0.000	    0.635	    1.097	    0.054	    0.040	    2.100
    0.000	    0.657	    1.172	    0.056	    0.040	    2.205
    0.000	    0.663	    1.223	    0.057	    0.039	    2.220
    0.000	    0.663	    1.868	    0.055	    0.040	    3.136
    0.000	    0.660	    1.456	    0.055	    0.040	    2.494
    0.000	    0.655	    1.307	    0.055	    0.040	    2.336
    0.000	    0.624	    1.047	    0.050	    0.039	    2.361
    0.000	    0.649	    1.749	    0.057	    0.040	    2.748
    0.000	    0.598	    1.136	    0.056	    0.040	    2.116
    0.000	    0.603	    1.152	    0.056	    0.040	    2.133
    0.000	    0.590	    1.280	    0.051	    0.040	    2.206
    0.000	    0.601	    1.218	    0.054	    0.040	    2.193
    0.000	    0.604	    1.059	    0.054	    0.040	    1.980
    0.000	    0.573	    1.290	    0.052	    0.040	    2.232
    0.000	    0.640	    1.222	    0.077	    0.041	    2.259
    0.000	    0.598	    1.193	    0.056	    0.040	    2.185
    0.000	    0.603	    1.248	    0.058	    0.040	    2.214
    0.000	    0.608	    1.000	    0.055	    0.040	    1.983
    0.000	    1.153	    1.395	    0.055	    0.041	    2.927
    0.000	    1.090	    1.361	    0.051	    0.041	    2.837
    0.000	    1.129	    1.364	    0.054	    0.041	    2.790
    0.000	    1.152	    1.357	    0.056	    0.041	    2.881
   0.000	    1.123	    2.669	    0.053	    0.041	    4.587
    0.000	    1.154	    1.367	    0.056	    0.041	    2.912
    0.000	    1.137	    1.605	    0.054	    0.041	    3.075
    0.000	    1.141	    1.355	    0.056	    0.041	    2.857
    0.000	    1.149	    1.585	    0.056	    0.041	    3.345
    0.000	    1.121	    1.252	    0.054	    0.041	    2.746
    0.000	    2.463	    1.674	    0.053	    0.044	    4.420
    0.000	    2.483	    1.822	    0.055	    0.044	    4.687
    0.000	    2.462	    1.697	    0.052	    0.044	    4.519
    0.000	    2.488	    1.640	    0.057	    0.044	    4.512
    0.000	    2.491	    1.494	    0.054	    0.044	    4.223
    0.000	    2.400	    1.777	    0.054	    0.044	    4.560
    0.000	    3.973	    1.585	    0.126	    0.046	    5.996
    0.000	    3.935	    1.512	    0.146	    0.046	    5.980
    0.000	    2.439	    1.562	    0.053	    0.044	    4.440
    0.000	    2.512	    1.650	    0.055	    0.044	    4.508
    0.000	    3.021	    1.948	    0.055	    0.050	    5.352
    0.000	    3.033	    1.795	    0.053	    0.050	    5.203
    0.000	    3.035	    3.227	    0.055	    0.050	    6.673
    0.000	    3.021	    1.506	    0.056	    0.050	    4.917
    0.000	    2.990	    1.870	    0.055	    0.050	    5.255
    0.000	    3.022	    1.737	    0.054	    0.050	    5.136
    0.000	    3.001	    1.651	    0.053	    0.050	    5.067
