4 var
    1.062	    1.965	    0.871	    0.054	    0.039	    4.280
    1.063	    1.963	    0.908	    0.055	    0.039	    4.301
    1.064	    1.963	    1.102	    0.055	    0.039	    4.525
    1.046	    1.960	    0.947	    0.052	    0.039	    4.329
    1.038	    1.945	    1.565	    0.050	    0.040	    4.915
    1.064	    1.961	    0.904	    0.054	    0.040	    4.310
    1.064	    1.981	    0.873	    0.054	    0.040	    4.306
    1.063	    1.967	    0.917	    0.054	    0.039	    4.318
    1.063	    1.968	    0.884	    0.054	    0.039	    4.281
    1.054	    1.955	    0.897	    0.052	    0.039	    4.312
    0.994	    1.844	    1.615	    0.051	    0.040	    4.833
    1.015	    1.887	    1.166	    0.054	    0.040	    4.443
    1.014	    1.877	    0.954	    0.054	    0.040	    4.240
    1.013	    1.877	    1.185	    0.054	    0.040	    4.442
    1.009	    1.875	    1.206	    0.054	    0.040	    4.462
    0.986	    1.833	    0.977	    0.048	    0.040	    4.174
    0.990	    1.849	    1.155	    0.050	    0.040	    4.362
    1.014	    1.886	    0.962	    0.054	    0.040	    4.222
    1.013	    1.869	    0.591	    0.054	    0.040	    3.658
    1.013	    1.871	    0.952	    0.054	    0.040	    4.205
    1.493	    2.750	    1.036	    0.051	    0.041	    5.671
    1.462	    2.722	    1.003	    0.048	    0.041	    5.654
    1.833	    2.770	    1.274	    0.127	    0.043	    6.397
    1.523	    2.766	    1.033	    0.054	    0.041	    5.705
    1.525	    2.786	    1.100	    0.057	    0.041	    5.788
    1.463	    2.715	    1.044	    0.049	    0.041	    5.590
    1.509	    2.767	    0.997	    0.056	    0.041	    5.652
    1.463	    2.717	    1.078	    0.050	    0.041	    5.615
    1.463	    2.719	    1.211	    0.049	    0.041	    5.978
    1.464	    2.721	    1.089	    0.050	    0.041	    5.642
    2.302	    3.110	    1.508	    0.057	    0.044	    7.304
    2.888	    3.129	    1.570	    0.082	    0.045	    8.018
    2.126	    3.062	    1.234	    0.049	    0.044	    6.806
    2.119	    3.065	    1.222	    0.048	    0.044	    6.801
    2.230	    3.099	    1.504	    0.055	    0.044	    7.221
    2.279	    3.110	    1.316	    0.055	    0.044	    7.087
    2.232	    3.105	    1.268	    0.055	    0.044	    6.992
    2.292	    3.135	    1.282	    0.056	    0.044	    7.094
    2.115	    3.060	    1.501	    0.047	    0.044	    7.054
    2.168	    3.107	    1.489	    0.054	    0.044	    7.150
    2.705	    3.566	    1.922	    0.054	    0.050	    8.616
    2.727	    3.581	    2.425	    0.056	    0.050	    9.151
    2.719	    3.568	    1.657	    0.056	    0.050	    8.321
    2.737	    3.584	    1.453	    0.056	    0.050	    8.169
    2.741	    3.573	    1.456	    0.056	    0.050	    8.156
    3.028	    3.542	    1.830	    0.088	    0.051	    8.857
    2.735	    3.571	    1.707	    0.057	    0.050	    8.413
    2.595	    3.546	    1.482	    0.053	    0.050	    7.997
    2.733	    3.580	    1.462	    0.057	    0.050	    8.158
    2.657	    3.560	    1.407	    0.055	    0.050	    8.021
3 var
    0.687	    1.233	    0.692	    0.043	    0.042	    2.991
    0.686	    1.245	    0.483	    0.042	    0.042	    2.716
    0.684	    1.224	    0.712	    0.042	    0.042	    2.919
    0.677	    1.218	    0.461	    0.037	    0.042	    2.656
    0.677	    1.224	    0.719	    0.038	    0.042	    2.927
    0.685	    1.242	    0.691	    0.042	    0.042	    2.996
    0.687	    1.247	    0.508	    0.043	    0.042	    2.743
    0.687	    1.243	    0.494	    0.042	    0.042	    2.725
    0.676	    1.213	    0.718	    0.035	    0.042	    2.912
    0.687	    1.236	    1.435	    0.042	    0.042	    3.960
    1.212	    1.608	    0.907	    0.041	    0.047	    4.051
    1.229	    1.608	    0.924	    0.040	    0.046	    4.086
    1.215	    1.604	    0.892	    0.041	    0.046	    4.038
    1.220	    1.614	    0.837	    0.041	    0.047	    3.999
    1.226	    1.604	    0.834	    0.040	    0.046	    3.980
    1.200	    1.602	    1.223	    0.040	    0.046	    4.332
    1.229	    1.604	    0.871	    0.040	    0.046	    4.020
    1.221	    1.605	    0.864	    0.040	    0.046	    4.022
    1.158	    1.579	    0.887	    0.035	    0.046	    3.923
    1.231	    1.608	    0.704	    0.041	    0.046	    3.873
    1.867	    2.574	    0.869	    0.041	    0.060	    5.639
    1.864	    2.581	    0.795	    0.041	    0.060	    5.589
    1.821	    2.555	    0.790	    0.037	    0.060	    5.554
    1.842	    2.581	    1.053	    0.040	    0.059	    5.795
    1.864	    2.589	    0.820	    0.042	    0.060	    5.608
    1.873	    2.588	    0.822	    0.042	    0.059	    5.606
    1.864	    2.588	    0.802	    0.042	    0.059	    5.598
    1.753	    2.527	    2.412	    0.034	    0.060	    7.018
    1.862	    2.580	    0.795	    0.042	    0.060	    5.561
    1.863	    2.584	    1.267	    0.042	    0.060	    6.048
