0,0.7428,1.17705,0.0643,0.03385,2.2234
0,0.70925,1.4551,0.06755,0.03895,2.48505
0,1.24465,1.60225,0.07365,0.03955,3.17595
0,2.6129,1.91285,0.073,0.0595,4.90645
0,3.4841,2.1557,0.0815,0.15645,6.3305
0,0.4058,0.9233,0.0478,0.0426,1.60595
0,1.14295,1.12325,0.0447,0.0832,2.64435
0,1.946,1.39785,0.05355,0.3141,4.53225
0,1.40465,1.1356,0.04945,0.11245,3.01325
0,2.07115,1.34835,0.05715,0.2664,4.38305
0,0.03145,0.56725,0.02785,0.03395,0.86125
0,0.1154,0.63555,0.02965,0.03755,0.96735
0,0.2205,0.69655,0.0289,0.04745,1.14015
0,0.42955,0.8477,0.0319,0.06245,1.54335
0,1.42575,0.9958,0.0383,0.20255,3.0748
