rle_4var_.001,rle_4var_.01,rle_4var_.1,rle_4var_1,rle_4var_10,rle_3var_.001,rle_3var_.01,rle_3var_.1,rle_3var_1,rle_3var_10,rle_2var_.001,rle_2var_.01,rle_2var_.1,rle_2var_1,rle_2var_10,epd_4var_.001,epd_4var_.01,epd_4var_.1,epd_4var_1,epd_4var_10,epd_3var_.001,epd_3var_.01,epd_3var_.1,epd_3var_1,epd_3var_10,epd_2var_.001,epd_2var_.01,epd_2var_.1,epd_2var_1,epd_2var_10,merge_4var_.001,merge_4var_.01,merge_4var_.1,merge_4var_1,merge_4var_10,merge_3var_.001,merge_3var_.01,merge_3var_.1,merge_3var_1,merge_3var_10,merge_2var_.001,merge_2var_.01,merge_2var_.1,merge_2var_1,merge_2var_10,sep_4var_.001,sep_4var_.01,sep_4var_.1,sep_4var_1,sep_4var_10,sep_3var_.001,sep_3var_.01,sep_3var_.1,sep_3var_1,sep_3var_10,sep_2var_.001,sep_2var_.01,sep_2var_.1,sep_2var_1,sep_2var_10,wah_4var_.001,wah_4var_.01,wah_4var_.1,wah_4var_1,wah_4var_10,wah_3var_.001,wah_3var_.01,wah_3var_.1,wah_3var_1,wah_3var_10,wah_2var_.001,wah_2var_.01,wah_2var_.1,wah_2var_1,wah_2var_10,ewah_4var_.001,ewah_4var_.01,ewah_4var_.1,ewah_4var_1,ewah_4var_10,ewah_3var_.001,ewah_3var_.01,ewah_3var_.1,ewah_3var_1,ewah_3var_10,ewah_2var_.001,ewah_2var_.01,ewah_2var_.1,ewah_2var_1,ewah_2var_10 
140.212,108.087,197.653,263.102,333.497,82.3628,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,94.0439,91.7548,146.497,231.731,282.946,105.601,153.589,201.499,168.828,227.023,66.3664,79.7066,93.4371,111.023,121.492,112.954,90.7001,145.884,226.345,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0307,64.0197,64.0307,64.0307,64.0307,0.00396729,0.00396729,0.00396729,0.00396729,0.00396729,0.00379944,0.00379944,0.00379944,0.00379944,0.00379944,261.87,284.178,459.404,712.264,816.3,163.331,886.828,755.66,829.988,684.012,36.2505,131.078,150.797,230.398,947.131,340.462,202.609,544.635,947.851,938.516,131.727,1180.64,986.404,996.11,884.288,10.1473,44.9601,103.766,302.176,1329.6
140.212,108.087,197.653,263.102,333.497,82.3628,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,94.0439,108.986,146.497,231.731,282.946,105.601,153.589,201.499,168.828,227.023,66.3664,79.7066,93.4371,111.023,121.492,91.8173,108.923,89.1493,226.345,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0334,64.0307,64.0334,64.0334,64.0334,0.00452423,0.00452423,0.00452423,0.00452423,0.00452423,0.00435638,0.00435638,0.00435638,0.00435638,0.00435638,275.854,298.471,486.99,712.264,814.627,152.401,891.711,755.66,828.871,683.512,37.1255,86.4022,150.793,223.394,961.065,326.438,209.746,547.042,953.769,948.377,172.43,1195.81,992.24,1031.26,884.213,10.1517,44.9649,103.766,277.633,1346.59
140.212,108.087,197.653,263.102,333.497,82.3628,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,94.0439,108.985,146.497,231.731,282.946,105.601,153.589,201.499,100.425,227.023,66.3664,79.7066,93.4371,111.023,121.492,91.8173,108.923,89.1493,226.345,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0415,64.0334,64.0415,64.0415,64.0415,0.00508118,0.00508118,0.00508118,0.00508118,0.00508118,0.00491333,0.00491333,0.00491333,0.00491333,0.00491333,253.08,280.393,474.217,718.569,813.686,162.905,864.645,743.406,817.934,683.332,37.1255,86.4023,126.652,215.394,960.991,347.458,231.82,548.908,959.418,953.729,149.953,1209.67,1003.62,1044.78,890.28,10.1561,44.9702,120.446,323.395,1353.18
140.212,108.087,197.653,263.102,333.497,82.3628,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,94.0439,108.985,146.497,231.731,282.946,105.601,153.589,201.499,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,91.8173,108.923,89.1493,226.345,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0415,64.0415,64.0415,64.0415,64.0415,0.00563812,0.00563812,0.00563812,0.00563812,0.00563812,0.00547028,0.00547028,0.00547028,0.00547028,0.00547028,261.201,278.127,486.377,724.479,813.049,155.901,850.609,761.965,817.934,682.957,38.8755,152.293,159.758,232.902,960.917,332.544,277.199,580.541,964.922,960.23,153.281,1215.71,1008.96,1057.43,896.159,10.161,44.9736,113.098,295.715,1371.43
140.212,108.087,197.653,263.102,333.497,82.3628,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,108.985,108.985,146.497,231.731,282.946,105.601,153.589,201.499,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,91.8173,108.923,128.294,226.345,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0447,64.0415,64.0447,64.0447,64.0447,0.00576782,0.00576782,0.00576782,0.00576782,0.00576782,0.00559998,0.00559998,0.00559998,0.00559998,0.00559998,267.877,299.108,486.064,724.08,813.054,163.092,863.676,781.875,817.934,666.184,38.8755,152.293,165.012,225.898,936.85,332.813,261.074,567.431,973.605,963.266,153.402,1221.7,1014.25,1069.26,901.772,10.1632,57.6609,141.766,344.66,1388
98.4579,108.087,197.653,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,108.985,108.985,146.497,231.731,282.946,105.601,105.601,201.499,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,226.345,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0481,64.0447,64.0481,64.0481,64.0481,0.00589752,0.00589752,0.00589752,0.00589752,0.00589752,0.00572968,0.00572968,0.00572968,0.00572968,0.00572968,273.553,292.928,453.209,714.065,812.423,173.596,863.082,754.777,817.934,651.574,42.3793,124.469,175.516,201.753,951.522,334.954,303.097,592.189,979.422,966.128,177.32,1272.97,1056.65,1047.03,907.237,10.1655,51.3172,125.817,313.977,1398.3
98.4579,108.087,197.653,263.102,333.497,99.7695,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,108.985,108.985,146.497,158.579,282.946,105.601,105.601,201.499,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,226.345,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0585,64.0481,64.0585,64.0585,64.0585,0.00602722,0.00602722,0.00602722,0.00602722,0.00602722,0.00585938,0.00585938,0.00585938,0.00585938,0.00585938,267.654,265.362,467.213,725.912,812.062,166.592,862.457,769.945,817.934,651.574,42.3794,124.469,168.512,233.109,951.127,359.876,271.953,599.501,978.722,968.625,162.953,1249.26,1028.77,1056.87,915.87,24.9232,63.6453,157.938,302.59,1407.63
98.4579,108.087,197.653,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.848,108.985,108.985,146.497,158.579,282.946,105.601,105.601,201.499,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,274.923,105.57,151.152,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0446,64.0585,64.0446,64.0446,64.0446,0.00606537,0.00606537,0.00606537,0.00606537,0.00606537,0.00589752,0.00589752,0.00589752,0.00589752,0.00589752,267.525,279.365,478.463,724.565,812.161,163.155,906.375,796.648,830.344,672.574,36.8878,97.8163,154.508,250.616,950.67,342.075,309.25,582.033,977.964,972.714,180.836,1263.73,1028.7,1064.07,921.62,17.5444,63.6453,138.907,306.288,1407.48
98.4579,108.087,197.653,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,108.985,108.985,146.497,158.579,282.946,105.601,105.601,201.499,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,274.923,105.57,105.57,197.46,166.566,222.046,66.2637,79.6871,93.3941,110.789,120.746,64.0456,64.0446,64.0456,64.0456,64.0456,0.00608826,0.00608826,0.00608826,0.00608826,0.00608826,0.00592041,0.00592041,0.00592041,0.00592041,0.00592041,269.432,272.365,475.721,723.194,811.826,173.659,849.734,780.59,829.953,672.574,36.8878,97.8163,126.652,243.613,950.17,359.899,279.429,606.935,977.191,975.54,164.289,1263.53,1028.63,1070.76,920.858,31.6927,57.4812,175.055,306.444,1407.32
98.4579,108.087,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4961,121.648,153.695,166.847,108.985,108.985,146.497,158.579,282.946,105.601,105.601,201.499,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,274.923,105.57,105.57,197.46,166.566,222.046,66.3536,79.6871,93.3941,110.789,120.746,64.0595,64.0456,64.0595,64.0595,64.0595,0.0062027,0.0062027,0.0062027,0.0062027,0.0062027,0.0059433,0.0059433,0.0059433,0.0059433,0.0059433,270.123,279.365,482.721,721.826,825.591,166.655,889.629,741.656,804.547,684.984,51.7785,106.824,162.649,201.753,963.323,342.024,314.519,617.501,980.354,977.413,186.23,1263.35,1028.54,1083.35,920.045,31.6927,71.1377,153.551,309.275,1407.17
98.4579,108.087,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,108.985,108.985,146.497,158.579,282.946,105.601,105.601,105.601,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,197.46,166.566,222.046,66.3536,79.6871,93.3941,110.789,120.746,64.063,64.0595,64.063,64.063,64.063,0.00675964,0.00675964,0.00675964,0.00675964,0.00675964,0.00596619,0.00596619,0.00596619,0.00596619,0.00596619,276.252,272.365,489.068,720.604,825.331,163.198,888.918,752.406,818.219,684.594,52.4348,109.449,167.902,235.999,962.698,366.122,287.125,627.716,979.697,980.286,168.348,1263.16,1034.58,1089.14,919.221,24.6185,101.294,180.86,309.728,1418.94
98.4579,108.087,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,108.985,108.985,146.497,158.579,282.946,105.601,105.601,105.601,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,166.566,222.046,66.3536,79.6871,93.3941,110.789,120.746,64.0735,64.063,64.0735,64.0735,64.0735,0.00731659,0.00731659,0.00731659,0.00731659,0.00731659,0.00605011,0.00605011,0.00605011,0.00605011,0.00605011,263.537,279.365,484.943,719.514,825.076,173.702,888.301,761.953,816.918,684.16,53.7473,107.699,178.406,253.507,962.1,348.298,290.871,635.287,989.445,982.415,190.734,1268.95,1040.45,1100.48,922.333,27.7586,114.946,194.919,312.958,1429.88
98.4579,108.087,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,108.985,108.985,146.497,158.579,282.946,105.601,105.601,105.601,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,166.566,222.046,66.3536,79.6871,93.3941,110.789,149.926,64.0595,64.0735,64.0595,64.0595,64.0595,0.00787354,0.00787354,0.00787354,0.00787354,0.00787354,32.0099,32.0099,32.0099,32.0099,32.0099,268.791,286.717,495.447,732.123,804.016,166.698,887.801,754.539,815.543,662.691,52.8722,114.703,171.402,274.507,944.706,365.786,297.312,613.587,994.695,984.107,174.109,1285.85,1046.04,1105.79,921.63,34.2507,101.29,170.626,316.423,1444.07
98.4579,108.087,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4961,121.648,153.695,166.847,108.985,108.985,146.497,158.579,282.946,105.601,105.601,105.601,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,166.566,222.046,66.3536,79.6871,93.3941,110.789,149.925,112.954,64.0595,145.884,113.02,109.974,0.00843048,0.00843048,0.00843048,0.00843048,0.00843048,64.0138,64.0138,64.0138,64.0138,64.0138,269.697,293.717,474.213,706.541,798.925,161.112,876.863,774.441,814.168,673.504,56.3723,111.203,199.406,260.503,950.85,348.098,302.578,613.689,1023.9,985.452,196.883,1287.54,1051.5,1111.04,955.936,31.1109,133.536,200.782,320.135,1442.33
98.4579,105.001,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,158.476,108.985,108.985,90.4618,158.579,282.946,105.601,105.601,105.601,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,222.046,66.3536,79.6871,93.3941,110.789,149.925,564.895,94.2939,929.505,489.056,544.727,0.00856018,0.00856018,0.00856018,0.00856018,0.00856018,64.0138,64.0138,64.0138,64.0138,64.0138,274.951,287.076,467.209,716.198,823.835,163.737,876.863,751.532,811.711,686.859,54.6222,125.207,199.406,251.038,963.616,365.352,302.972,642.271,1002.5,987.13,179.844,1299.37,1060.12,1153.93,934.067,38.7437,150.653,216.684,324.138,1444.5
98.4579,105.001,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.0778,90.4957,121.648,153.695,158.476,108.985,108.985,90.4618,158.579,282.946,105.601,105.601,105.601,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,564.895,430.907,929.505,489.056,544.727,0.00868988,0.00868988,0.00868988,0.00868988,0.00868988,64.0139,64.0139,64.0139,64.0139,64.0139,268.119,245.967,487.404,715.135,817.366,161.987,876.863,757.985,797.539,685.559,61.6261,118.203,185.402,267.644,962.905,347.864,322.015,620.294,1008.17,988.197,212.109,1297.53,1065.86,1125.58,938.735,32.2516,121.923,188.969,324.728,1449.13
98.4579,105.001,99.0048,263.102,333.497,99.769,167.726,221.628,178.089,262.816,67.3805,90.4957,121.648,153.695,158.476,108.985,108.985,90.4618,158.579,282.946,105.601,105.601,105.601,100.425,227.023,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,516.001,430.907,847.681,440.095,498.813,0.00881958,0.00881958,0.00881958,0.00881958,0.00881958,64.0247,64.0247,64.0247,64.0247,64.0247,267.771,258.791,467.209,707.589,824.128,126.741,876.863,758.449,803.496,684.184,58.1261,171.504,123.375,215.568,962.288,364.864,309.136,648.709,1011.5,988.85,179.844,1299.71,1065.1,1125.51,942.59,36.8648,140.985,206.215,329.388,1460.73
98.4584,105.001,99.0048,263.102,105.001,99.769,167.726,221.628,178.089,262.816,67.3805,90.4957,121.648,153.695,158.476,108.985,108.985,90.4618,158.579,282.946,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,543.759,400.673,872.77,602.38,709.677,0.00885773,0.00885773,0.00885773,0.00885773,0.00885773,64.0274,64.0274,64.0274,64.0274,64.0274,267.432,283.631,486.978,728.298,805.929,126.741,876.863,757.699,823.219,661.809,72.13,171.504,123.375,210.295,961.788,347.61,309.808,626.677,1016.18,989.153,183.703,1308.93,1064.28,1125.4,945.825,36.6109,114.087,182.102,333.712,1467.76
98.4579,105.001,99.0048,263.102,105.001,99.769,167.726,221.628,178.089,262.816,67.3805,90.4957,121.648,153.695,158.476,108.985,108.985,90.4618,158.579,282.946,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.426,100.425,66.3536,79.6871,93.3941,110.789,149.925,639.68,427.313,969.122,1105.54,1398.32,0.00888062,0.00888062,0.00888062,0.00888062,0.00888062,64.0302,64.0302,64.0302,64.0302,64.0302,267.084,295.885,533.275,728.303,868.023,164.979,889.273,757.201,807.868,668.137,72.13,171.504,140.789,218.559,950.85,364.325,330.441,638.181,1018.02,989.13,196.648,1316.24,1063.45,1125.28,948.633,50.7554,120.427,202.583,334.403,1472.98
98.4579,105.001,127.333,263.102,105.001,99.769,167.726,221.628,178.089,262.816,67.3805,90.4957,121.648,153.695,158.476,108.985,108.985,129.704,158.579,282.946,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,121.492,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,639.68,535.387,969.122,1105.54,1398.32,0.0089035,0.0089035,0.0089035,0.0089035,0.0089035,64.0356,64.0356,64.0356,64.0356,64.0356,263.244,261.151,533.275,706.466,841.913,175.483,888.883,756.642,820.605,644.57,65.1261,91.9334,137.289,213.788,929.85,347.325,316.152,631.123,1020.85,989.358,215.398,1323.23,1066.57,1125.16,951.079,58.1304,120.247,188.848,350.091,1476.97
98.4579,105.001,127.333,263.102,105.001,99.769,167.726,221.628,178.089,262.816,67.3805,90.4957,121.648,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,611.923,535.387,944.032,943.255,1187.46,0.00892639,0.00892639,0.00892639,0.00892639,0.00892639,64.0356,64.0356,64.0356,64.0356,64.0356,273.748,280.807,473.943,741.147,826.929,168.479,888.449,744.552,819.968,680.352,72.7433,92.4334,144.289,219.663,950.85,363.754,337.507,628.462,1022.96,1001.93,194.137,1328.43,1065.87,1131.17,953.211,50.7515,158.372,211.418,339.731,1479.73
98.4579,105.001,127.333,263.102,182.04,99.769,167.726,221.628,178.089,262.816,67.3805,90.4957,121.648,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,656.786,508.747,1008.27,1036.04,1232.32,0.00905609,0.00905609,0.00905609,0.00905609,0.00905609,64.0247,64.0247,64.0247,64.0247,64.0247,275.291,247.061,480.943,713.41,839.253,142.815,891.793,746.047,812.621,679.316,63.0637,94.4335,143.816,219.776,950.85,347.04,322.601,628.212,1045.7,1033.35,190.309,1332.41,1071.28,1137,955.089,60.4233,120.247,197.805,356.446,1505.26
98.4579,105.001,127.333,263.102,182.04,99.769,167.726,221.628,178.089,91.1128,67.3805,66.5668,121.648,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6876,93.3941,110.789,149.925,1369.99,553.61,1760,1946.54,1945.52,32.0129,32.0129,32.0129,32.0129,32.0129,64.0248,64.0248,64.0248,64.0248,64.0248,236.959,268.201,474.213,720.159,839.819,153.319,890.512,770.237,805.238,678.434,63.1457,93.4334,154.293,220.223,950.85,379.493,344.664,627.939,1026.87,1043.88,180.234,1336.97,1078.3,1142.56,957.869,55.8101,114.944,232.294,345.392,1484.31
98.4579,105.001,127.333,263.102,182.04,99.7695,167.726,221.628,178.089,91.1128,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1369.99,1266.81,1760,1946.54,1945.52,64.0168,64.0168,64.0168,64.0168,64.0168,64.0249,64.0249,64.0249,64.0249,64.0249,249.783,257.647,481.213,712.921,826.929,146.315,889.164,769.976,804.98,678.453,63.091,97.4373,164.797,224.205,963.26,347.04,329.175,627.72,1028.23,1057.37,177.344,1339.75,1082.98,1179.36,959.695,41.6402,112.544,232.293,346.142,1486.37
105.001,105.001,127.333,263.102,182.04,99.769,167.726,221.628,178.089,91.1133,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,128.294,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1325.13,1266.81,1695.76,1853.76,1900.66,64.0168,64.0168,64.0168,64.0168,64.0168,64.0387,64.0387,64.0387,64.0387,64.0387,245.139,257.647,481.213,712.71,840.933,160.421,886.426,748.78,792.055,677.355,63.3098,95.4373,157.793,217.695,962.87,357.637,351.957,627.552,1029.03,1040.46,188.91,1341.82,1086.83,1149.85,961.221,41.3532,112.544,197.805,363.353,1488.02
105.001,105.001,127.333,263.102,182.04,99.7695,167.726,221.628,178.089,91.1128,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,82.0282,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1326.04,1221.95,1713.73,1873.94,1991.38,64.0169,64.0169,64.0169,64.0169,64.0169,64.0421,64.0421,64.0421,64.0421,64.0421,279.877,272.588,486.447,712.58,841.386,162.171,859.609,807.723,804.824,676.508,63.2004,103.441,150.91,221.878,962.436,365.145,335.906,632.197,1029.5,1068.73,183.125,1343.47,1090.06,1192.97,962.509,41.3407,107.735,196.485,346.142,1489.34
105.001,105.001,127.333,263.102,182.04,99.769,167.726,221.628,178.089,91.1128,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.426,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,82.0282,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1328.3,1233.84,1780.63,1947.9,2307.43,64.0277,64.0277,64.0277,64.0277,64.0277,64.0456,64.0456,64.0456,64.0456,64.0456,286.877,283.092,481.213,712.483,841.761,130.807,882.723,729.406,804.38,675.907,63.6379,99.4373,153.535,222.503,961.967,383.274,359.425,636.724,1029.57,1079.56,206.254,1344.79,1092.87,1162.27,985.723,19.8087,107.719,191.606,352.255,1490.96
105.001,105.001,127.333,263.102,182.04,99.769,167.726,221.628,178.089,91.1133,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,66.1776,156.841,108.923,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1327.39,1281.74,1780.63,1927.72,2307.43,64.0304,64.0304,64.0304,64.0304,64.0304,64.0525,64.0525,64.0525,64.0525,64.0525,252.143,268.151,483.818,712.292,842.077,130.807,868.148,1097.66,793.657,675.446,63.4191,99.437,151.785,233.007,965.135,361.688,342.808,662.416,1059.61,1058.22,194.687,1366.99,1119.48,1161.47,966.279,19.768,95.1622,191.606,389.509,1491.98
105.001,105.001,127.333,263.103,182.04,99.769,99.769,221.628,178.089,269.249,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,100.425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,64.0595,156.841,154.774,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1327.44,1281.74,1762.66,1942.46,2216.72,64.0332,64.0332,64.0332,64.0332,64.0332,64.0387,64.0387,64.0387,64.0387,64.0387,270.924,238.017,480.021,712.265,837.284,85.9656,880.196,1481.66,793.491,675.064,39.216,78.8391,105.655,218.456,922.846,357.055,343.417,644.193,1032.92,1062.68,194.687,1347.01,1097.45,1160.62,967.613,19.7588,95.1531,154.924,370.88,1492.58
105.001,82.9267,127.333,263.102,182.04,99.769,99.769,221.628,178.089,269.249,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.704,158.579,108.985,105.601,105.601,105.601,124.082,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,,156.841,154.774,105.57,105.57,105.57,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1327.39,1269.84,1764.78,1927.72,2319.13,64.0386,64.0386,64.0386,64.0386,64.0386,66.2637,79.6871,93.3941,110.789,120.746,273.549,,490.525,689.967,837.358,85.9571,865.534,1481.66,817.943,660.747,25.212,78.7993,105.654,226.624,948.459,159.899,344.023,644.154,1032.14,1091.04,62.1314,1347.62,1099.33,1160.19,968.513,19.7586,95.1529,154.923,245.059,1492.85
105.001,82.9267,127.333,177.352,182.04,99.769,99.769,221.628,178.089,,67.3805,66.5668,69.4683,153.695,158.476,108.985,108.985,129.705,85.454,108.985,105.601,105.601,105.601,64.0425,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,,156.841,154.774,105.57,105.57,304.691,100.425,100.425,66.3536,79.6871,93.3941,110.789,149.925,1327.39,1272.21,1762.66,1927.72,2216.72,64.0386,64.0386,64.0386,64.0386,64.0386,74.3222,266.582,382.734,545.875,590.546,230.883,,474.213,709.115,837.401,78.7813,858.037,1225.66,855.996,649.109,25.2121,49.4945,105.658,213.788,933.087,159.899,344.601,644.154,1047.93,1075.48,62.1312,1348.06,1102.1,1159.77,969.592,19.7585,95.1527,154.923,245.059,1492.79
105.001,82.9267,127.333,177.352,182.04,99.769,99.769,221.628,178.089,,67.3805,65.3571,68.4722,89.2066,158.476,108.985,108.985,129.704,85.454,108.985,105.601,105.601,105.601,,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,,156.841,154.774,105.57,105.57,304.691,100.425,100.426,66.3536,79.6871,93.3941,110.789,184.296,1327.39,1269.84,1762.66,1927.72,2216.72,64.0277,64.0277,64.0277,64.0277,64.0277,74.3222,266.582,382.734,545.875,590.546,,,495.213,698.315,837.444,71.4844,850.111,,803.664,661.078,25.212,33.0649,105.656,227.269,946.413,159.898,364.124,644.177,1075.37,1105.67,62.131,1348.33,1103.92,1159.38,970.323,19.7583,95.1525,154.923,245.059,1492.78
105.001,82.9267,127.333,177.352,182.04,99.769,99.769,221.628,178.089,,67.3805,64.0387,64.0387,89.2066,158.476,108.985,108.985,129.704,85.454,108.985,105.601,105.601,304.691,,100.425,66.4934,79.7066,93.4371,111.023,151.398,108.923,108.923,,156.841,154.774,105.57,105.57,,100.425,100.425,66.3536,79.6871,93.3941,110.789,184.296,1327.39,1269.84,1762.66,1927.72,2216.72,64.0278,64.0278,64.0278,64.0278,64.0278,72.0972,250.933,353.378,499.125,533.839,,,486.334,720.701,837.472,64.0547,878.903,,953.933,648.36,25.2121,33.0641,105.664,244.777,934.686,159.898,345.14,644.232,1094.18,1089.51,62.1308,1348.28,1105.45,1162.86,970.832,19.7581,95.1523,154.923,245.059,1563.84
