0.275,0.271,0,0,0
0,0.5936,0.631,0.553,0.22
1.2176,0.5154,0.3562,0.5216,0.578
0.0406,0.0374,0.0328,0.0518,0.0254
0.0536,0.0524,0.0522,0.054,0.0468
1.7866,1.677,1.2738,1.4508,1.0786
