0.7054,0.7008,0,0,0
0,1.2912,1.3584,1.2494,0.4286
2.9472,0.6406,1.389,1.128,0.7754
0.0558,0.0476,0.0428,0.062,0.0644
0.0508,0.051,0.05,0.0498,0.0436
4.0326,3.103,3.2656,2.7578,1.6148
