0.7054,0.7008,0,0,0,1.3386,1.268,0,0,0,2.411,2.2328,0,0,0,1.7528,1.3858,0,0,0,2.4162,2.3892,0,0,0
0,1.2912,1.3584,1.2494,0.4286,0,1.6794,2.234,1.9826,1.3192,0,2.6918,3.7364,3.3398,2.1828,0,1.8344,2.3416,2.1112,1.4764,0,2.5564,3.638,2.9576,2.2902
2.9472,0.6406,1.389,1.128,0.7754,3.3416,0.8786,1.3968,1.0764,1.112,4.1466,1.1846,1.7374,1.0552,1.2776,3.406,0.8938,2.7292,1.1976,1.468,4.6518,0.9572,2.3864,1.232,1.2604
0.0558,0.0476,0.0428,0.062,0.0644,0.0576,0.0464,0.0518,0.047,0.0542,0.0694,0.054,0.0666,0.0598,0.0636,0.0632,0.0398,0.0406,0.0428,0.047,0.0708,0.0734,0.0614,0.0492,0.0566
0.0508,0.051,0.05,0.0498,0.0436,0.0884,0.0888,0.0892,0.0888,0.083,0.322,0.318,0.3374,0.3264,0.3196,0.118,0.1178,0.1172,0.1176,0.112,0.275,0.274,0.274,0.2758,0.2698
4.0326,3.103,3.2656,2.7578,1.6148,5.2018,4.2684,4.0362,3.4694,2.9116,7.2198,6.7858,6.3882,5.0544,4.6586,5.596,4.5562,5.501,3.6978,3.5744,7.6944,6.758,6.829,4.8824,4.6372
