1.0692,1.0808,0,0,0
0,1.9456,2.0828,1.8232,0.8072
3.9528,1.7074,1.2702,1.3416,1.4446
0.0846,0.0942,0.0762,0.0704,0.1124
0.0454,0.0442,0.0438,0.0448,0.0396
5.48,5.2282,3.9042,3.6378,2.763
