0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.212,110.88,197.654,140.489,135.556,32.0129,85.1831,139.835,90.4995,128.699,0.00605011,0.00605011,121.648,0,166.848,113.466,94.4931,146.497,113.626,110.458,74.9135,74.9135,109.449,79.7104,98.6753,0.00605011,79.7071,93.4376,111.023,121.492,112.955,94.2939,145.884,113.02,109.974,74.9057,74.9057,109.351,79.6909,98.6323,0.00605011,79.6876,93.3946,110.789,120.746,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946
140.212,110.88,197.653,140.489,135.556,85.1831,85.1831,139.835,90.4995,128.699,32.0099,32.0099,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,74.9135,109.449,79.7104,98.6753,32.0099,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.021,109.974,74.9057,74.9057,109.351,79.6909,98.6323,32.0099,79.6871,93.3941,110.789,120.746,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646
140.212,110.88,197.653,140.489,135.556,85.1831,85.1831,139.835,90.4995,128.699,64.0387,90.4961,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,74.9135,109.449,79.7104,98.6753,66.3669,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,74.9057,109.351,79.6909,98.6323,64.0387,79.6871,93.3941,110.789,120.746,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646,0.000686646
140.212,110.88,197.653,140.489,135.556,85.1831,85.1831,139.835,90.4995,128.699,67.0783,90.4957,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,74.9135,109.449,79.7104,98.6753,66.3664,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,74.9057,109.351,79.6909,98.6323,66.2642,79.6871,93.3941,110.789,120.746,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946,0.000556946
140.212,110.88,197.653,140.489,135.556,85.1831,85.1831,139.835,90.4995,128.699,67.0778,90.4957,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,74.9135,109.449,79.7104,98.6753,66.3664,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,74.9057,109.351,79.6909,98.6323,66.2637,79.6871,93.3941,110.789,120.746,0,0,0,0,0,0,0,0,0,0
140.212,110.88,197.653,140.489,135.556,85.1831,85.1831,139.835,90.4995,128.699,67.0778,90.4957,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,74.9135,109.449,79.7104,98.6753,66.3664,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,74.9057,109.351,79.6909,98.6323,66.2637,79.6871,93.3941,110.789,120.746,0.000190735,0.000190735,0.000190735,0.000190735,0.000190735,0.0001297,0.0001297,0.0001297,0.0001297,0.0001297
140.212,110.88,197.653,140.489,333.497,85.1831,85.1831,139.835,90.4995,128.699,67.0778,90.4957,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,74.9135,109.449,79.7104,98.6753,66.3664,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,74.9057,109.351,79.6909,98.6323,66.2637,79.6871,93.3941,110.789,120.746,0.000274658,0.000274658,0.000274658,0.000274658,0.000274658,0.000183105,0.000183105,0.000183105,0.000183105,0.000183105
140.212,110.88,197.653,140.489,333.497,85.1836,167.727,139.835,178.09,262.816,67.0778,90.4957,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,153.59,109.449,79.7104,98.6753,66.3664,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,74.9057,109.351,79.6909,98.6323,66.2637,79.6871,93.3941,110.789,120.746,0.00037384,0.00037384,0.00037384,0.00037384,0.00037384,0.00025177,0.00025177,0.00025177,0.00025177,0.00025177
140.212,110.88,197.653,140.489,333.497,85.1831,167.727,139.835,178.089,262.816,67.0778,90.4957,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,153.589,109.449,168.828,98.6753,66.3664,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,151.152,109.351,79.6909,98.6323,66.2637,79.6871,93.3941,110.789,120.746,0.00050354,0.00050354,0.00050354,0.00050354,0.00050354,0.000335693,0.000335693,0.000335693,0.000335693,0.000335693
140.212,110.88,197.653,140.489,333.497,85.1831,167.726,139.835,178.089,262.816,67.0783,90.4957,121.648,153.695,166.847,113.466,94.4931,146.497,113.626,110.458,74.9135,153.589,109.449,168.828,98.6753,66.3664,79.7066,93.4371,111.023,121.492,112.954,94.2939,145.884,113.02,109.974,74.9057,151.152,109.351,79.6909,98.6323,66.2637,79.6871,93.3941,110.789,120.746,0.000617981,0.000617981,0.000617981,0.000617981,0.000617981,0.000450134,0.000450134,0.000450134,0.000450134,0.000450134
