0,1.9878,1.1447,0.0608,0.0403,3.43155
0,1.8932,1.4526,0.06035,0.04405,3.66
0,2.8997,1.58365,0.07285,0.04445,4.81175
0,3.7631,1.8945,0.0689,0.0663,6.0081
0,4.5206,2.25045,0.0698,0.17625,7.257
0,1.2855,0.8194,0.0457,0.05035,2.3961
0,2.0454,1.1065,0.05065,0.09505,3.4698
0,3.2389,1.30825,0.0511,0.3332,5.10815
0,2.2917,1.16915,0.04875,0.12435,3.80555
0,3.0193,1.4145,0.0467,0.29395,4.9694
0,0.03635,0.586,0.02935,0.0401,0.87125
0,0.3605,0.5678,0.02925,0.04355,1.1363
0,0.59045,0.59945,0.02755,0.0516,1.41045
0,0.97515,0.70715,0.0281,0.07065,1.917
0,1.8493,0.92335,0.03265,0.2102,3.15525
