2.24015,2.0774,0,0,0
0,2.72305,3.2389,1.87995,1.946
4.73155,1.164,1.30825,1.30025,1.39785
0.06415,0.04915,0.0511,0.04535,0.05355
0.34765,0.3348,0.3332,0.31365,0.3141
7.5798,6.53795,5.10815,4.25355,4.53225
