0.28375,0.26625,0,0,0
0,0.5897,0.59045,0.22235,0.2205
1.46835,0.58965,0.59945,0.694,0.69655
0.0441,0.02695,0.02755,0.02745,0.0289
0.0564,0.0544,0.0516,0.04735,0.04745
1.99155,1.66805,1.41045,1.1502,1.14015
