0.7138,0.7127,0,0,0,1.42415,1.3012,0,0,0,2.24015,2.0774,0,0,0,1.55145,1.55915,0,0,0,2.2668,2.11075,0,0,0
0,1.298,1.2855,0.40935,0.4058,0,1.6995,2.0454,1.2579,1.14295,0,2.72305,3.2389,1.87995,1.946,0,1.78895,2.2917,1.40405,1.40465,0,2.5463,3.0193,2.0371,2.07115
2.98385,0.8236,0.8194,0.8841,0.9233,3.65995,0.99675,1.1065,1.0825,1.12325,4.73155,1.164,1.30825,1.30025,1.39785,3.72345,1.05815,1.16915,1.08015,1.1356,4.50925,1.21835,1.4145,1.4126,1.34835
0.0536,0.0424,0.0457,0.04255,0.0478,0.06035,0.04485,0.05065,0.04965,0.0447,0.06415,0.04915,0.0511,0.04535,0.05355,0.05375,0.04745,0.04875,0.0433,0.04945,0.06455,0.05195,0.0467,0.04875,0.05715
0.0602,0.05625,0.05035,0.0421,0.0426,0.09885,0.09775,0.09505,0.08355,0.0832,0.34765,0.3348,0.3332,0.31365,0.3141,0.1266,0.12695,0.12435,0.1122,0.11245,0.30275,0.2862,0.29395,0.26745,0.2664
3.9858,3.11525,2.3961,1.5576,1.60595,5.42175,4.3231,3.4698,2.74275,2.64435,7.5798,6.53795,5.10815,4.25355,4.53225,5.6318,4.7653,3.80555,2.9473,3.01325,7.3352,6.403,4.9694,4.55265,4.38305
