4 var
    0.690	    1.922	    0.050	    0.036	    0.016	    2.754
    0.711	    1.951	    0.053	    0.039	    0.016	    2.815
    0.705	    1.932	    0.050	    0.036	    0.017	    2.783
    0.700	    1.910	    0.050	    0.036	    0.017	    2.756
    0.690	    1.916	    0.049	    0.035	    0.016	    2.744
    0.704	    1.950	    0.050	    0.036	    0.016	    2.799
    0.700	    1.926	    0.050	    0.036	    0.016	    2.767
    0.696	    1.915	    0.050	    0.035	    0.016	    2.750
    0.709	    1.954	    0.051	    0.037	    0.016	    2.807
    0.699	    1.940	    0.052	    0.036	    0.016	    2.784
    0.686	    1.878	    0.048	    0.037	    0.018	    2.711
    0.663	    1.827	    0.047	    0.035	    0.017	    2.633
    0.660	    1.801	    0.046	    0.036	    0.017	    2.601
    0.659	    1.799	    0.046	    0.035	    0.017	    2.597
    0.658	    1.807	    0.046	    0.035	    0.017	    2.602
    0.659	    1.800	    0.046	    0.035	    0.017	    2.596
    0.659	    1.806	    0.046	    0.035	    0.017	    2.602
    0.681	    1.860	    0.048	    0.036	    0.018	    2.687
    0.662	    1.832	    0.046	    0.036	    0.018	    2.635
    0.662	    1.813	    0.046	    0.039	    0.017	    2.619
    1.017	    2.727	    0.078	    0.045	    0.019	    3.933
    1.014	    2.781	    0.085	    0.045	    0.018	    3.995
    0.979	    2.698	    0.080	    0.039	    0.018	    3.856
    0.973	    2.718	    0.078	    0.038	    0.018	    3.867
    0.980	    2.696	    0.078	    0.038	    0.018	    3.849
    1.013	    2.741	    0.081	    0.041	    0.019	    3.937
    0.995	    2.756	    0.081	    0.038	    0.018	    3.932
    0.997	    2.733	    0.080	    0.039	    0.019	    3.908
    0.999	    2.725	    0.079	    0.038	    0.018	    3.900
    0.997	    2.740	    0.080	    0.038	    0.018	    3.914
    1.428	    3.019	    0.131	    0.037	    0.023	    4.676
    1.432	    3.050	    0.132	    0.037	    0.023	    4.715
    1.420	    3.003	    0.131	    0.036	    0.023	    4.653
    1.421	    3.001	    0.130	    0.037	    0.023	    4.652
    1.429	    3.029	    0.131	    0.037	    0.023	    4.689
