4 var
    0.000	    1.579	    0.052	    0.036	    0.016	    1.725
    0.000	    1.565	    0.052	    0.038	    0.016	    1.712
    0.000	    1.579	    0.053	    0.037	    0.016	    1.726
    0.000	    1.589	    0.052	    0.038	    0.016	    1.735
    0.000	    1.571	    0.052	    0.038	    0.016	    1.717
    0.000	    1.630	    0.053	    0.041	    0.016	    1.786
    0.000	    1.597	    0.052	    0.038	    0.016	    1.744
    0.000	    1.579	    0.052	    0.038	    0.017	    1.724
    0.000	    1.574	    0.051	    0.037	    0.016	    1.718
    0.000	    1.585	    0.052	    0.037	    0.017	    1.730
    0.000	    1.514	    0.046	    0.037	    0.018	    1.654
    0.000	    1.509	    0.046	    0.038	    0.017	    1.649
    0.000	    1.491	    0.045	    0.037	    0.017	    1.633
    0.000	    1.493	    0.046	    0.037	    0.017	    1.631
    0.000	    1.492	    0.046	    0.037	    0.017	    1.631
    0.000	    1.493	    0.045	    0.037	    0.017	    1.632
    0.000	    1.508	    0.046	    0.037	    0.017	    1.649
    0.000	    1.497	    0.045	    0.038	    0.017	    1.640
    0.000	    1.604	    0.056	    0.070	    0.017	    1.797
    0.000	    1.491	    0.046	    0.037	    0.017	    1.633
    0.000	    2.328	    0.079	    0.038	    0.019	    2.507
    0.000	    2.343	    0.081	    0.041	    0.018	    2.531
    0.000	    2.308	    0.082	    0.040	    0.018	    2.492
    0.000	    2.345	    0.081	    0.038	    0.019	    2.529
    0.000	    2.294	    0.080	    0.040	    0.018	    2.477
    0.000	    2.267	    0.078	    0.037	    0.018	    2.441
    0.000	    2.290	    0.079	    0.038	    0.018	    2.468
    0.000	    2.280	    0.079	    0.037	    0.018	    2.455
    0.000	    2.269	    0.079	    0.037	    0.018	    2.444
    0.000	    2.290	    0.079	    0.037	    0.018	    2.467
    0.000	    2.942	    0.131	    0.037	    0.023	    3.177
    0.000	    2.936	    0.133	    0.037	    0.023	    3.170
    0.000	    2.932	    0.133	    0.037	    0.023	    3.165
    0.000	    2.889	    0.130	    0.037	    0.023	    3.118
    0.000	    2.961	    0.135	    0.038	    0.023	    3.199
    0.000	    2.941	    0.133	    0.037	    0.023	    3.177
    0.000	    2.937	    0.133	    0.037	    0.023	    3.170
    0.000	    2.941	    0.132	    0.037	    0.023	    3.172
    0.000	    2.968	    0.133	    0.042	    0.024	    3.206
    0.000	    2.960	    0.134	    0.040	    0.023	    3.203
    0.000	    3.461	    0.158	    0.037	    0.031	    3.728
    0.000	    3.499	    0.163	    0.044	    0.032	    3.787
    0.000	    3.418	    0.159	    0.040	    0.032	    3.696
    0.000	    3.445	    0.160	    0.039	    0.032	    3.719
    0.000	    3.432	    0.160	    0.038	    0.032	    3.704
    0.000	    3.438	    0.157	    0.037	    0.032	    3.708
    0.000	    3.423	    0.157	    0.040	    0.032	    3.692
    0.000	    3.446	    0.162	    0.040	    0.032	    3.727
    0.000	    3.390	    0.154	    0.037	    0.030	    3.652
    0.000	    3.345	    0.155	    0.037	    0.032	    3.609
3 var
    0.000	    0.993	    0.025	    0.031	    0.020	    1.104
    0.000	    1.007	    0.027	    0.033	    0.020	    1.129
    0.000	    0.996	    0.027	    0.031	    0.021	    1.127
    0.000	    0.999	    0.026	    0.029	    0.020	    1.112
    0.000	    0.987	    0.025	    0.029	    0.020	    1.097
    0.000	    0.993	    0.026	    0.029	    0.020	    1.104
    0.000	    0.993	    0.026	    0.030	    0.020	    1.106
    0.000	    0.991	    0.026	    0.028	    0.020	    1.104
    0.000	    0.995	    0.026	    0.029	    0.020	    1.109
    0.000	    0.999	    0.026	    0.029	    0.020	    1.110
    0.000	    1.497	    0.055	    0.029	    0.027	    1.647
    0.000	    1.531	    0.054	    0.028	    0.027	    1.678
    0.000	    1.525	    0.054	    0.030	    0.027	    1.672
    0.000	    1.567	    0.058	    0.032	    0.027	    1.736
    0.000	    1.560	    0.058	    0.034	    0.027	    1.723
    0.000	    1.529	    0.055	    0.030	    0.027	    1.677
