1 var
    0.011	    0.020	    0.004	    0.014	    0.000	    0.090
    0.011	    0.019	    0.005	    0.014	    0.000	    0.090
    0.011	    0.019	    0.005	    0.014	    0.000	    0.089
    0.011	    0.019	   11.588	    0.014	    0.000	   57.355
    0.011	    0.020	    0.178	    0.014	    0.000	    0.329
    0.011	    0.020	    0.917	    0.014	    0.000	    1.024
    0.011	    0.020	    3.333	    0.014	    0.000	    3.439
    0.011	    0.020	    0.159	    0.014	    0.000	    0.280
    0.011	    0.019	   61.727	    0.014	    0.000	   61.830
    0.011	    0.020	    0.148	    0.014	    0.000	    0.257

    0.008	    0.012	    1.566	    0.014	    0.000	    1.642
    0.008	    0.012	    0.095	    0.014	    0.000	    0.171
    0.008	    0.012	    2.421	    0.014	    0.000	    2.497
    0.008	    0.012	    0.086	    0.014	    0.000	    0.164
    0.008	    0.012	    0.052	    0.014	    0.000	    0.129
    0.008	    0.012	    0.092	    0.014	    0.000	    0.169
    0.008	    0.011	   61.175	    0.014	    0.000	   61.251
    0.008	    0.012	    0.087	    0.014	    0.000	    0.164
    0.008	    0.012	    0.052	    0.014	    0.000	    0.128
    0.008	    0.011	    0.057	    0.014	    0.000	    0.135

    0.008	    0.011	    0.004	    0.014	    0.000	    0.079
    0.008	    0.011	    0.004	    0.014	    0.000	    0.079
    0.008	    0.012	    0.004	    0.014	    0.000	    0.079
    0.008	    0.012	    0.004	    0.013	    0.000	    0.078
    0.008	    0.011	    0.004	    0.014	    0.000	    0.078
    0.008	    0.012	    0.004	    0.014	    0.000	    0.080
    0.008	    0.012	    0.004	    0.014	    0.000	    0.080
    0.008	    0.012	    0.004	    0.014	    0.000	    0.080
    0.008	    0.012	    0.004	    0.014	    0.000	    0.079
    0.008	    0.011	    0.004	    0.014	    0.000	    0.079

    0.022	    0.036	    0.006	    0.014	    0.000	    0.119
    0.022	    0.036	    0.006	    0.013	    0.000	    0.118
    0.022	    0.036	    0.006	    0.013	    0.000	    0.118
    0.022	    0.036	    0.006	    0.013	    0.000	    0.118
    0.021	    0.036	    0.006	    0.013	    0.000	    0.119
    0.021	    0.036	    0.006	    0.013	    0.000	    0.116
    0.021	    0.036	    0.006	    0.012	    0.000	    0.116
    0.021	    0.036	    0.006	    0.012	    0.000	    0.115
    0.021	    0.035	    0.006	    0.012	    0.000	    0.115
    0.021	    0.036	    0.006	    0.012	    0.000	    0.114

    0.126	    0.271	    0.123	    0.012	    0.000	    0.572
    0.127	    0.272	    0.171	    0.012	    0.000	    0.623
    0.134	    0.273	    1.180	    0.013	    0.000	    1.641
    0.138	    0.274	    0.116	    0.013	    0.000	    0.583
    0.139	    0.274	    0.109	    0.013	    0.000	    0.577
    0.139	    0.274	    0.914	    0.013	    0.000	    1.383
    0.139	    0.274	  112.810	    0.013	    0.000	  113.279
    0.138	    0.274	    1.088	    0.014	    0.000	    1.556
    0.139	    0.273	  117.382	    0.014	    0.000	  117.848
    0.138	    0.274	    0.130	    0.014	    0.000	    0.598

