11.2102,11.057,0,0,0
0,10.0234,14.7512,12.7748,7.2174
5.549,1.303,1.5504,1.527,1.8222
0.1832,0.1822,0.1734,0.1786,0.1668
0.5414,0.54,0.5538,0.5324,0.5822
17.8666,23.6872,17.4186,15.3884,10.1704
