7.5162,7.5392,0,0,0
0,7.8492,10.5616,9.8004,2.7932
3.859,0.998,0.9198,1.2876,1.6722
0.1792,0.1814,0.1752,0.1824,0.173
0.1832,0.1816,0.1848,0.1654,0.2182
12.089,17.1404,12.2204,12.1154,5.2774
