5.5438,5.5012,0,0,0
0,5.611,7.4998,7.0544,1.705
3.2974,0.8512,0.9488,0.8842,1.5388
0.182,0.1768,0.1706,0.178,0.1628
0.1732,0.1718,0.1752,0.1548,0.2074
9.6042,12.6778,9.2126,8.6946,4.1056
