5.06,5.042,0,0,0
0,4.5316,6.6,6.1342,2.7936
2.8232,0.8326,0.874,0.7604,1.2792
0.1334,0.1346,0.1278,0.1334,0.1322
0.3032,0.3038,0.31,0.29,0.3412
8.6108,11.1842,8.243,7.6794,4.9314
